"id_concept","id_dico","lib","type","id_sub","sEli","sPre","genre","s","p","id_adj","aEli","aPre","m_s","f_s","m_p","f_p","id_verbe","id_conj","vEli","vPre","id_gen","valeur","id_syn","num","ordre","syLib"
"54409","34","astringent","a",NULL,NULL,NULL,NULL,NULL,NULL,"18028","1","astringen","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54410","34","astrologique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18029","1","astrologiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54411","34","atroce","a",NULL,NULL,NULL,NULL,NULL,NULL,"18030","1","atroc","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54412","34","attablé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18031","1","attabl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54413","34","attaché","a",NULL,NULL,NULL,NULL,NULL,NULL,"18032","1","attach","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54414","34","attardé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18033","1","attard","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54415","34","atteint","a",NULL,NULL,NULL,NULL,NULL,NULL,"18034","1","attein","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54416","34","attendu","a",NULL,NULL,NULL,NULL,NULL,NULL,"18035","1","attend","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54417","34","attentif","a",NULL,NULL,NULL,NULL,NULL,NULL,"18036","1","attenti","f","ve","fs","ves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54418","34","attentionné","a",NULL,NULL,NULL,NULL,NULL,NULL,"18037","1","attentionn","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54419","34","attirant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18038","1","attiran","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54420","34","attiré","a",NULL,NULL,NULL,NULL,NULL,NULL,"18039","1","attir","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54421","34","attribué","a",NULL,NULL,NULL,NULL,NULL,NULL,"18040","1","attribu","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54422","34","aucun","a",NULL,NULL,NULL,NULL,NULL,NULL,"18041","1","aucu","n","ne","ns","nes",NULL,NULL,NULL,NULL,"41370","[a_nul]",NULL,NULL,NULL,NULL
"54423","34","audacieux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18042","1","audacieu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54424","34","auquel","a",NULL,NULL,NULL,NULL,NULL,NULL,"18043","1",,"auquel","à laquelle","auxquels","auxquelles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54425","34","authentique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18044","1","authentiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54426","34","autographique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18045","1","autographiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54427","34","automatique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18046","1","automatiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54428","34","autonome","a",NULL,NULL,NULL,NULL,NULL,NULL,"18047","1","autonom","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54429","34","autoritaire","a",NULL,NULL,NULL,NULL,NULL,NULL,"18048","1","autoritair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54430","34","autre","a",NULL,NULL,NULL,NULL,NULL,NULL,"18049","1","autr","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54431","34","avachi","a",NULL,NULL,NULL,NULL,NULL,NULL,"18050","1","avach","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54432","34","avancé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18051","1","avanc","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54433","34","avare","a",NULL,NULL,NULL,NULL,NULL,NULL,"18052","1","avar","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54434","34","aventureux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18053","1","aventureu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54435","34","aventurier","a",NULL,NULL,NULL,NULL,NULL,NULL,"18054","1","aventuri","er","ère","ers","ères",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54436","34","averti","a",NULL,NULL,NULL,NULL,NULL,NULL,"18055","1","avert","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54437","34","aveugle","a",NULL,NULL,NULL,NULL,NULL,NULL,"18056","1","aveugl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54438","34","aveugles","a",NULL,NULL,NULL,NULL,NULL,NULL,"18057","1","aveugl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54439","34","avide","a",NULL,NULL,NULL,NULL,NULL,NULL,"18058","1","avid","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54440","34","avocat","a",NULL,NULL,NULL,NULL,NULL,NULL,"18059","1","avoca","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54441","34","avoué","a",NULL,NULL,NULL,NULL,NULL,NULL,"18060","1","avou","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54442","34","bafoué","a",NULL,NULL,NULL,NULL,NULL,NULL,"18061","0","bafou","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54443","34","baigné","a",NULL,NULL,NULL,NULL,NULL,NULL,"18062","0","baign","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54444","34","baissé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18063","0","baiss","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54445","34","balafré","a",NULL,NULL,NULL,NULL,NULL,NULL,"18064","0","balafr","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54446","34","banal","a",NULL,NULL,NULL,NULL,NULL,NULL,"18065","0","bana","l","le","ls","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54447","34","bancaire","a",NULL,NULL,NULL,NULL,NULL,NULL,"18066","0","bancair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54448","34","bandé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18067","0","band","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54449","34","baptisé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18068","0","baptis","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54450","34","baroque","a",NULL,NULL,NULL,NULL,NULL,NULL,"18069","0","baroqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54451","34","bas","a",NULL,NULL,NULL,NULL,NULL,NULL,"18070","0","ba","s","sse","s","sses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54452","34","basané","a",NULL,NULL,NULL,NULL,NULL,NULL,"18071","0","basan","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54453","34","bâti","a",NULL,NULL,NULL,NULL,NULL,NULL,"18072","0","bât","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54454","34","battu","a",NULL,NULL,NULL,NULL,NULL,NULL,"18073","0","batt","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54455","34","bavard","a",NULL,NULL,NULL,NULL,NULL,NULL,"18074","0","bavar","d","de","ds","des",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54456","34","béant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18075","0","béan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54457","34","beau","a",NULL,NULL,NULL,NULL,NULL,NULL,"18076","0","be","au","lle","aux","lles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54458","34","belliqueux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18077","0","belliqueu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54459","34","bénéfique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18078","0","bénéfiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54460","34","berger","a",NULL,NULL,NULL,NULL,NULL,NULL,"18079","0","berg","er","ère","ers","ères",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54460","34","berger","a",NULL,NULL,NULL,NULL,NULL,NULL,"44056","0","berg","er","ère","er","ères",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54461","34","bestial","a",NULL,NULL,NULL,NULL,NULL,NULL,"18080","0","bestia","l","le","ls","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54462","34","bienvenu","a",NULL,NULL,NULL,NULL,NULL,NULL,"18081","0","bienven","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54463","34","bistre","a",NULL,NULL,NULL,NULL,NULL,NULL,"18082","0","bistr","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54464","34","bizarre","a",NULL,NULL,NULL,NULL,NULL,NULL,"18083","0","bizarr","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54465","34","blafard","a",NULL,NULL,NULL,NULL,NULL,NULL,"18084","0","blafar","d","de","ds","des",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54466","34","blanc","a",NULL,NULL,NULL,NULL,NULL,NULL,"18085","0","blan","c","che","cs","ches",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54467","34","blême","a",NULL,NULL,NULL,NULL,NULL,NULL,"18086","0","blêm","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54468","34","blessé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18087","0","bless","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54469","34","bleu","a",NULL,NULL,NULL,NULL,NULL,NULL,"18088","0","ble","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54470","34","bleuâtre","a",NULL,NULL,NULL,NULL,NULL,NULL,"18089","0","bleuâtr","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54471","34","bleuté","a",NULL,NULL,NULL,NULL,NULL,NULL,"18090","0","bleut","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54472","34","blond","a",NULL,NULL,NULL,NULL,NULL,NULL,"18091","0","blon","d","de","ds","des",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54473","34","bon","a",NULL,NULL,NULL,NULL,NULL,NULL,"18092","0","bo","n","nne","ns","nnes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54474","34","bordé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18093","0","bord","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54475","34","botanique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18094","0","botaniqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54476","34","boucher","a",NULL,NULL,NULL,NULL,NULL,NULL,"18095","0","bouch","er","ère","ers","ères",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54477","34","bouclé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18096","0","boucl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54478","34","boudeur","a",NULL,NULL,NULL,NULL,NULL,NULL,"18097","0","boudeu","r","se","r","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54479","34","bouffant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18098","0","bouffan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54480","34","bougé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18099","0","boug","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54481","34","bouillant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18100","0","bouillan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54482","34","bouilli","a",NULL,NULL,NULL,NULL,NULL,NULL,"18101","0","bouill","i","ie","is","ies",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54483","34","bouleversant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18102","0","bouleversan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54484","34","bouleversé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18103","0","boulevers","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54485","34","boursouflé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18104","0","boursoufl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54486","34","boutonneux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18105","0","boutonneu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54487","34","branché","a",NULL,NULL,NULL,NULL,NULL,NULL,"18106","0","branch","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54488","34","brave","a",NULL,NULL,NULL,NULL,NULL,NULL,"18107","0","brav","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54489","34","bref","a",NULL,NULL,NULL,NULL,NULL,NULL,"18108","0","br","ef","ève","efs","èves",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54490","34","brillant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18109","0","brillan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54491","34","brisé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18110","0","bris","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54492","34","broché","a",NULL,NULL,NULL,NULL,NULL,NULL,"18111","0","broch","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54493","34","brouillé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18112","0","brouill","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54494","34","brouillon","a",NULL,NULL,NULL,NULL,NULL,NULL,"18113","0","brouillo","n","nne","ns","nnes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54495","34","broussailleux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18114","0","broussailleu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54496","34","broyé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18115","0","broy","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54497","34","brûlant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18116","0","brûlan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54498","34","brûlé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18117","0","brûl","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54499","34","brumeux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18118","0","brumeu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54500","34","brun","a",NULL,NULL,NULL,NULL,NULL,NULL,"18119","0","bru","n","ne","ns","nes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54501","34","brusque","a",NULL,NULL,NULL,NULL,NULL,NULL,"18120","0","brusqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54502","34","brut","a",NULL,NULL,NULL,NULL,NULL,NULL,"18121","0","bru","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54503","34","brutal","a",NULL,NULL,NULL,NULL,NULL,NULL,"18122","0","bruta","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54504","34","bruyant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18123","0","bruyan","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54505","34","bu","a",NULL,NULL,NULL,NULL,NULL,NULL,"18124","0","b","u","ue","us","ues",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54506","34","buccal","a",NULL,NULL,NULL,NULL,NULL,NULL,"18125","0","bucca","l","le","ls","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54507","34","bulbeux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18126","0","bulbeu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54508","34","buriné","a",NULL,NULL,NULL,NULL,NULL,NULL,"18127","0","burin","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54509","34","busqué","a",NULL,NULL,NULL,NULL,NULL,NULL,"18128","0","busqu","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54510","34","buveur","a",NULL,NULL,NULL,NULL,NULL,NULL,"18129","0","buveu","r","se","rs","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54511","34","caché","a",NULL,NULL,NULL,NULL,NULL,NULL,"18130","0","cach","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54512","34","caillouteux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18131","0","caillouteu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54513","34","calcaire","a",NULL,NULL,NULL,NULL,NULL,NULL,"18132","0","calcair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54514","34","calculé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18133","0","calcul","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54515","34","calmant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18134","0","calman","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54516","34","calme","a",NULL,NULL,NULL,NULL,NULL,NULL,"18135","0","calm","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54517","34","calmes","a",NULL,NULL,NULL,NULL,NULL,NULL,"18136","0","calm","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54518","34","cambriolé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18137","0","cambriol","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54519","34","candide","a",NULL,NULL,NULL,NULL,NULL,NULL,"18138","0","candid","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54520","34","capable","a",NULL,NULL,NULL,NULL,NULL,NULL,"18139","0","capabl","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54521","34","capital","a",NULL,NULL,NULL,NULL,NULL,NULL,"18140","0","capita","l","le","ls","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54522","34","capricieux","a",NULL,NULL,NULL,NULL,NULL,NULL,"18141","0","capricieu","x","se","x","ses",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54523","34","capté","a",NULL,NULL,NULL,NULL,NULL,NULL,"18142","0","capt","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54524","34","captivé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18143","0","captiv","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54525","34","caractérisé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18144","0","caractéris","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54526","34","caractéristique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18145","0","caractéristiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54527","34","cardinal","a",NULL,NULL,NULL,NULL,NULL,NULL,"18146","0","cardina","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54528","34","caressé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18147","0","caress","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54529","34","carré","a",NULL,NULL,NULL,NULL,NULL,NULL,"18148","0","carr","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54530","34","cassé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18149","0","cass","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54531","34","catholique","a",NULL,NULL,NULL,NULL,NULL,NULL,"18150","0","catholiqu","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54532","34","cave","a",NULL,NULL,NULL,NULL,NULL,NULL,"18151","0","cav","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54533","34","célèbre","a",NULL,NULL,NULL,NULL,NULL,NULL,"18152","0","célèbr","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54534","34","céleste","a",NULL,NULL,NULL,NULL,NULL,NULL,"18153","0","célest","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54535","34","célibataire","a",NULL,NULL,NULL,NULL,NULL,NULL,"18154","0","célibatair","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54536","34","celui","a",NULL,NULL,NULL,NULL,NULL,NULL,"18155","0","ce","lui","lle","ux","lles",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54537","34","celui-ci","a",NULL,NULL,NULL,NULL,NULL,NULL,"18156","0","ce","lui-ci","lle-ci","ux-ci","lles-ci",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54538","34","cendré","a",NULL,NULL,NULL,NULL,NULL,NULL,"18157","0","cendr","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54539","34","cent","a",NULL,NULL,NULL,NULL,NULL,NULL,"18158","0","cen","t","t","ts","ts",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54540","34","central","a",NULL,NULL,NULL,NULL,NULL,NULL,"18159","0","centra","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54540","34","central","a",NULL,NULL,NULL,NULL,NULL,NULL,"44131","0","centra","l","le","ux","ales",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54541","34","centrifuge","a",NULL,NULL,NULL,NULL,NULL,NULL,"18160","0","centrifug","e","e","es","es",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54542","34","cérébral","a",NULL,NULL,NULL,NULL,NULL,NULL,"18161","0","cérébra","l","le","ux","les",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54543","34","cerné","a",NULL,NULL,NULL,NULL,NULL,NULL,"18162","0","cern","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54544","34","certain","a",NULL,NULL,NULL,NULL,NULL,NULL,"18163","0","certai","n","ne","ns","nes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54545","34","cessé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18164","0","cess","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54546","34","chacun","a",NULL,NULL,NULL,NULL,NULL,NULL,"18165","0","chacu","n","ne","n","ne",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54547","34","champion","a",NULL,NULL,NULL,NULL,NULL,NULL,"18166","0","champio","n","nne","ns","nnes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54548","34","changé","a",NULL,NULL,NULL,NULL,NULL,NULL,"18167","0","chang","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54549","34","changeant","a",NULL,NULL,NULL,NULL,NULL,NULL,"18168","0","changean","t","te","ts","tes",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"54550","34","chanté","a",NULL,NULL,NULL,NULL,NULL,NULL,"18169","0","chant","é","ée","és","ées",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
